,B106,B107,B108,B109,B110,B111,B112,B113,B114,B115,B116,B118,B119,B120,B121,B122,B123,B125,B126,B127,B128,B129,B130,B131,B132,B133,B134,B135,B136,B137,B138,B139,B140,B141,B142,B143,B144,B145,B146,B147,B148,B149,B150,B151,B152,B153,B154,B155,B156,B157,B158,B159,B160,B161,B162,B163,B164,B165,B166,B167,B168,B169,B170,B171,B172,B173,B174,B175,B176,B177,B178,B179,B180,B181,B182,B183,B184,B185,B186,B187,B188,B189,B190,B191,B192,B193,B194,B195,B196,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV35704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,18,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35706,0,0,0,0,0,9,0,0,5,0,0,0,0,0,13,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,5,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,74,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35710,16,18,0,11,7,0,0,11,24,0,0,0,19,17,0,4,23,18,10,11,17,11,21,19,13,17,9,6,0,0,11,8,8,0,0,16,20,56,11,0,14,14,18,21,9,0,7,0,11,13,0,0,0,13,9,15,8,10,9,0,8,13,0,14,6,0,13,0,6,5,0,9,13,13,15,11,11,13,18,23,9,16,13,0,0,9,0,0,4,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35712,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35713,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35714,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35715,0,0,16,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35722,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,29,31,35,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,15,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35737,0,0,0,5,0,0,0,0,6,4,0,0,0,0,0,0,0,2,0,0,0,5,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35740,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Sandaracinus,s__Sandaracinus sp.
ASV35742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Sandaracinus,s__Sandaracinus sp.
ASV35746,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35772,0,16,0,0,0,0,14,0,20,0,0,0,19,0,0,0,0,11,11,16,0,14,0,0,0,14,0,13,20,0,0,0,0,5,0,0,0,20,0,0,0,14,0,0,0,0,13,0,0,0,8,0,0,0,0,0,0,8,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,23,6,0,0,0,18,0,23,14,27,0,0,9,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35781,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,13,19,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35782,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,36,27,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35783,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35785,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35788,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,9,12,0,0,23,0,0,0,0,6,4,3,0,0,0,0,4,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__Sandaracinaceae,g__Unc. Sandaracinaceae,s__Unc. Sandaracinaceae sp.
ASV35813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Anaeromyxobacteraceae,g__Anaeromyxobacter,s__Anaeromyxobacter sp.
ASV35814,22,18,15,19,11,11,17,21,13,15,21,21,17,2,0,16,12,0,13,18,22,15,17,13,13,20,23,8,18,19,18,18,10,0,12,20,15,17,20,24,7,17,14,18,15,25,19,13,16,15,4,6,10,17,17,24,13,15,18,18,22,12,15,24,16,18,11,20,0,3,0,0,10,14,9,19,19,17,6,22,18,23,0,5,5,8,0,0,0,k__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Anaeromyxobacteraceae,g__Anaeromyxobacter,s__Anaeromyxobacter sp.
ASV35815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Anaeromyxobacteraceae,g__Anaeromyxobacter,s__Anaeromyxobacter sp.
ASV35816,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Anaeromyxobacteraceae,g__Anaeromyxobacter,s__Anaeromyxobacter sp.
ASV35817,98,99,73,86,82,109,83,88,96,76,124,88,96,73,76,85,111,117,122,100,103,91,98,84,92,72,100,84,97,104,69,92,29,10,37,99,114,83,112,78,108,106,129,120,120,98,90,93,111,103,25,49,47,103,107,97,101,119,111,91,117,93,127,100,99,83,82,73,38,19,13,122,90,107,94,103,101,93,70,92,119,103,90,47,74,65,8,14,7,k__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Anaeromyxobacteraceae,g__Anaeromyxobacter,s__Anaeromyxobacter sp.
ASV35936,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,10,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__BIrii41,g__Unc. BIrii41,s__Unc. BIrii41 sp.
ASV35938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__BIrii41,g__Unc. BIrii41,s__Unc. BIrii41 sp.
ASV35939,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__BIrii41,g__Unc. BIrii41,s__Unc. BIrii41 sp.
ASV35940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__BIrii41,g__Unc. BIrii41,s__Unc. BIrii41 sp.
ASV35944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__BIrii41,g__Unc. BIrii41,s__Unc. BIrii41 sp.
ASV35946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__BIrii41,g__Unc. BIrii41,s__Unc. BIrii41 sp.
ASV35948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__BIrii41,g__Unc. BIrii41,s__Unc. BIrii41 sp.
ASV35949,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__BIrii41,g__Unc. BIrii41,s__Unc. BIrii41 sp.
ASV35950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__BIrii41,g__Unc. BIrii41,s__Unc. BIrii41 sp.
ASV35951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__BIrii41,g__Unc. BIrii41,s__Unc. BIrii41 sp.
ASV35952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__BIrii41,g__Unc. BIrii41,s__Unc. BIrii41 sp.
ASV35953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__BIrii41,g__Unc. BIrii41,s__Unc. BIrii41 sp.
